year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
2010,tt0804497,It&#39;s Kind of a Funny Story,notalk,FAIL,8545855,6797830.0,7080589.0,False,"Comedy,Drama","Focus Features,Wayfare Entertainment,Misher Films,Journeyman Pictures,Gowanus Projections,Start Media",A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,Sometimes what's in your head isn't as crazy as you think.,0.0,0.5
2010,tt1250777,Kick-Ass,notalk,FAIL,29910492,51351297.0,104182018.0,False,"Action,Crime","Marv Films,Lionsgate,Plan B Entertainment,Mandate International","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",Shut up. Kick-Ass.,0.0,0.0
2010,tt1013743,Knight and Day,men,FAIL,124983125,81637519.0,280028482.0,False,"Action,Comedy","Pink Machine,Tree Line Films,Dune Entertainment,Regency Enterprises,20th Century Fox","A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",Every Hit Man Deserves a Second Shot!,0.3333333333333333,0.0
2010,tt1038686,Legion,ok,PASS,27774028,42908822.0,73552139.0,False,"Horror,Action,Fantasy","Screen Gems,Bold Films","When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.","When the last angel falls, the fight for mankind begins.",0.0,0.0
2010,tt1228987,Let Me In,notalk,FAIL,21364637,12962924.0,30199340.0,False,"Drama,Horror,Mystery","Hammer Film Productions,EFTI,Overture Films,Exclusive Media",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,Innocence dies. Abby doesn't.,0.14285714285714285,0.0
2010,tt0892318,Letters to Juliet,dubious,FAIL,32046955,56650955.0,84535576.0,False,"Comedy,Drama,Romance","Summit Entertainment,Applehead Pictures","An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",What if you had a second chance to find true love?,0.4,0.0
2010,tt0758752,Love and Other Drugs,men,FAIL,32046955,34575465.0,109728398.0,False,"Drama,Comedy,Romance","Fox 2000 Pictures,Regency Enterprises,New Regency Pictures,Stuber Productions,Bedford Falls Productions,Dune Entertainment,20th Century Fox","Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",Addicted to one-night stands or dependent on one another?,0.0,0.0
2010,tt0985694,Machete,ok,PASS,13352898,28408179.0,47356808.0,False,"Action,Comedy,Thriller","Overnight Films,Troublemaker Studios","After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",He was given an offer he couldn't refuse...,0.3333333333333333,0.0
2010,tt1371155,Made In Dagenham,ok,PASS,8545855,1170108.0,16711628.0,False,"Comedy,Drama,History","Audley Films LLP,BBC Film,BMS Finance,HanWay Films,Lipsync Productions,Number 9 Films,UK Film Council","A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.","In the fight for equal rights, an ordinary woman achieves something extraordinary.",0.5,0.0
2010,tt1518812,Meek&#39;s Cutoff,men,FAIL,2136464,1044487.0,1997517.0,False,"Drama,Western","Oscilloscope,filmscience,Evenstar Films","Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",The Road to Civilisation is Not Always Civilised.,0.0,1.0
2010,tt1001526,Megamind,nowomen,FAIL,138870139,158542540.0,343850165.0,False,"Animation,Action,Comedy,Family,Science Fiction",DreamWorks Animation,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",His brain is off the chain.,1.0,0.0
2010,tt1470827,Monsters,nowomen,FAIL,534116,253492.0,6024539.0,False,"Drama,Thriller,Science Fiction","Vertigo Films,Protagonist Pictures","Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.","After Six Years, They're No Longer Aliens. They're Residents",0.0,0.0
2010,tt1126618,Morning Glory,ok,PASS,42729274,33127720.0,64137680.0,False,"Comedy,Drama,Romance","Bad Robot,Goldcrest","A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",Breakfast TV just got interesting.,0.0,0.0
2010,tt1415283,Nanny McPhee and the Big Bang,ok,PASS,37388114,31189851.0,104472930.0,False,"Comedy,Fantasy,Family","Three Strange Angels,Relativity Media,Working Title Films,StudioCanal","Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.","The magic's back, warts and all.",0.3333333333333333,1.0
2010,tt1334260,Never Let Me Go,ok,PASS,16023478,2600773.0,12294827.0,False,"Drama,Romance,Science Fiction","Fox Searchlight Pictures,DNA Films,Film4 Productions,Dune Entertainment","As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",These students have everything they need. Except time.,0.0,0.0
2010,tt1536044,Paranormal Activity 2,ok,PASS,3204696,90535754.0,189624005.0,False,"Horror,Mystery,Fantasy","Paramount,Blumhouse Productions,Solana Films","Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",In 2009 you demanded it. Nothing can prepare you for what's next.,0.0,0.0
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious,FAIL,101482025,94825128.0,241919399.0,False,"Adventure,Fantasy,Family","1492 Pictures,Sunswept Entertainment,Dune Entertainment","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",Worlds collide.,0.25,0.0
2010,tt0878835,Please Give,ok,PASS,3204696,4308792.0,4882010.0,False,"Comedy,Drama",Likely Story,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",,0.0,1.0
2010,tt1424381,Predators,nowomen,FAIL,42729274,55548791.0,135915826.0,False,"Science Fiction,Action,Thriller","Davis Entertainment,20th Century Fox,Dune Entertainment,Troublemaker Studios",A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,The hunt is on.,0.3333333333333333,0.0
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,FAIL,213646368,96952376.0,357921415.0,False,"Adventure,Fantasy,Action","Walt Disney Pictures,Jerry Bruckheimer Films","A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",Defy the Future,0.0,0.0
2010,tt0935075,Rabbit Hole,ok,PASS,5341159,2381151.0,6238038.0,False,Drama,"Olympus Pictures,OddLot Entertainment,Blossom Films",Life for a happy couple is turned upside down after their young son dies in an accident.,The only way out is through.,0.6,0.0
2010,tt0493949,Ramona and Beezus,ok,PASS,16023478,27952425.0,29343924.0,False,"Comedy,Family","Dune Entertainment,Di Novi Pictures","Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",A Little Sister Goes A Long Way.,1.0,1.0
2010,tt1245526,Red,men,FAIL,64093910,96546967.0,209843135.0,False,"Action,Adventure,Comedy,Crime,Thriller","Di Bonaventura Pictures,DC Comics,Summit Entertainment","After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",Still armed. Still dangerous. Still got it.,0.0,0.0
2010,tt1403981,Remember Me,ok,PASS,17091709,20369301.0,60361637.0,False,"Drama,Romance",Summit Entertainment,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",Live in the moments.,0.0,0.0
